question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q299,"Has the company taken any corrective action or underway on any issues related to anti competitive model, based on adverse orders from regulatory authorities? If yes, provide details","Has the company taken any corrective action or underway on any issues related to anti competitive model, based on adverse orders from regulatory authorities? If yes, provide details Whether Auditors Report Has Been Qualified Or Has Any Reservations Or Contains Adverse Remarks",Remarks For Assurance Of Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,58.3963,Remarks For Assurance Of Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,58.3963,Whether Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities Is Assured By Assurer,55.9595,Assurance Sub Type For Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,55.2732,High Confidence,Remarks For Assurance Of Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities
Q300,Does the entity have a business continuity and disaster management plan,Does the entity have a business continuity and disaster management plan Amount Incurred By Entity For Provision Of Key Management Personnel Services Provided By Separate Management Entity,Does The Entity Have ABusiness Continuity And Disaster Management Plan,48.2554,Does The Entity Have ABusiness Continuity And Disaster Management Plan,48.2554,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,42.049,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan,40.5654,High Confidence,Does The Entity Have ABusiness Continuity And Disaster Management Plan
Q301,Does the company have ESG or Sustainability or BRSR policy,Does the company have ESG or Sustainability or BRSR policy Whether Company Has Published Sustainability Report For The Financial Year,Whether The Company Has Undertaken Reasonable Assurance Of The BRSRCore,20.5775,Whether The Company Has Undertaken Reasonable Assurance Of The BRSRCore,20.5775,Whether The Company Has Undertaken Assessment Or Assurance Of The BRSRCore,20.5342,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,19.0949,Ambiguous,Whether The Company Has Undertaken Reasonable Assurance Of The BRSRCore
Q302,Does the company perform materiality assessment and identify material ESG issues,Does the company perform materiality assessment and identify material ESG issues Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Otherhumanrightsrelatedissues Member - Previous Year,17.2919,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,22.3461,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member - Previous Year,22.0406,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Low Confidence,Number Of Complaints Pending Resolution At The End Of Year - Otherhumanrightsrelatedissues Member - Previous Year
Q303,Does the company conduct assurance for its ESG or sustainability data through a third party or external agency,Does the company conduct assurance for its ESG or sustainability data through a third party or external agency Whether Company Has Published Sustainability Report For The Financial Year,Remarks For Assurance Of Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency,21.5883,Remarks For Assurance Of Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency,21.5883,Assurance Sub Type For Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency,21.2052,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,20.8906,Ambiguous,Remarks For Assurance Of Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency
Q304,Does the company conduct assurance for its suppliers’ ESG or sustainability data through a third party or external agency,Does the company conduct assurance for its suppliers’ ESG or sustainability data through a third party or external agency Whether Company Has Published Sustainability Report For The Financial Year,Assurance Sub Type For Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency,21.2052,Remarks For Assurance Of Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency,21.5883,Assurance Sub Type For Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency,21.2052,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,20.8906,Ambiguous,Assurance Sub Type For Whether The Entity Has Carried Out Independent Assessment Evaluation Of The Working Of Its Policies By An External Agency
Q305,Does the company have a highest authority responsible for implementation and oversight of the Business Responsibility(ies) and ESG policy,Does the company have a highest authority responsible for implementation and oversight of the Business Responsibility(ies) and ESG policy Number Of Employees In The Company At The End Of The Financial Year,Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy Explanatory Text Block,40.4822,Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy Explanatory Text Block,40.4822,Remarks For Assurance Of Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy,40.3279,Assurance Sub Type For Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy,39.9502,Ambiguous,Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy Explanatory Text Block
Q306,Does the company have a specified committee of the board/director responsible for decision making on sustainability related issues (Y/N),Does the company have a specified committee of the board/director responsible for decision making on sustainability related issues (Y/N) Whether Company Has Published Sustainability Report For The Financial Year,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,61.3137,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,61.3137,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,59.5804,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,56.3122,High Confidence,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues
Q307,Were there any promotor sponsored resolutoins that were defeated during the current FY,Were there any promotor sponsored resolutoins that were defeated during the current FY Whether There Is Any Change In Functional Currency During The Year,Whether Assessments Of Your Plants And Offices That Were Assessed For The Year P3 Is Assured By Assurer,19.0085,Percentage Of Discrimination At Work Place Of Your Plants And Offices That Were Assessed P5,21.4431,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,19.2747,Whether Assessments Of Your Plants And Offices That Were Assessed For The Year P5 Is Assured By Assurer,19.0085,High Confidence,Whether Assessments Of Your Plants And Offices That Were Assessed For The Year P3 Is Assured By Assurer
Q308,Does the company follow GRI standards,Does the company follow GRI standards Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Sexual Harassment Member - Previous Year,16.8017,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,20.7512,Low Confidence,Number Of Complaints Pending Resolution At The End Of Year - Sexual Harassment Member - Previous Year
