question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
1034,Does the company have ESG or Sustainability or BRSR policy,Whether The Company Has Undertaken Assessment Or Assurance Of The BRSRCore,13.355,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,15.6834,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.1335,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,13.7326,Low Confidence,Whether The Company Has Undertaken Assessment Or Assurance Of The BRSRCore,6.8544,0.6447,0.006,Weak Match - Review
1038,Does the company perform materiality assessment and identify material ESG issues,Material Issue Identified - Entitys Material Responsible Business Conduct Issues Domain1,10.1491,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,12.2884,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,10.708,Material Issue Identified - Entitys Material Responsible Business Conduct Issues Domain27,10.1491,Low Confidence,Material Issue Identified - Entitys Material Responsible Business Conduct Issues Domain1,8.952,0.5882,0,Weak Match - Review
1035,Does the company conduct assurance for its ESG or sustainability data through a third party or external agency,Name Of The External Agency If Any Independent Assessment Or Evaluation Or Assurance Has Been Carried Out By An External Agency For Energy Consumption Explanatory Text Block,17.779,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,20.8906,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,20.6936,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,17.8371,Ambiguous,Name Of The External Agency If Any Independent Assessment Or Evaluation Or Assurance Has Been Carried Out By An External Agency For Energy Consumption Explanatory Text Block,15.3729,0.7328,0,Failed Verification
1144,Does the company conduct assurance for its suppliers’ ESG or sustainability data through a third party or external agency,Assurance Sub Type For APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,18.0271,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,20.8906,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,20.6936,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,18.6142,Ambiguous,Assurance Sub Type For APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,13.8144,0.7949,0,Failed Verification
1131,Does the company have a highest authority responsible for implementation and oversight of the Business Responsibility(ies) and ESG policy,Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy Explanatory Text Block,40.4822,Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy Explanatory Text Block,40.4822,Remarks For Assurance Of Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy,40.3279,Assurance Sub Type For Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy,39.9502,Ambiguous,Details Of The Highest Authority Responsible For Implementation And Oversight Of The Business Responsibility Policy Explanatory Text Block,41.8628,0.4867,0,Mathematically Verified
1132,Does the company have a specified committee of the board/director responsible for decision making on sustainability related issues (Y/N),Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,61.3137,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,61.3137,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,54.3583,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,54.2074,High Confidence,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,54.5416,0.5043,0,Weak Match - Review
1193,Were there any promotor sponsored resolutoins that were defeated during the current FY,Percentage Of Discrimination At Work Place Of Your Plants And Offices That Were Assessed P5,21.4431,Percentage Of Discrimination At Work Place Of Your Plants And Offices That Were Assessed P5,21.4431,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,17.0878,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,13.8684,High Confidence,Percentage Of Discrimination At Work Place Of Your Plants And Offices That Were Assessed P5,15.4161,0.6744,0,Weak Match - Review
1036,Does the company follow GRI standards,Any Independent Assessment Or Evaluation Or Assurance Has Been Carried Out By An External Agency For Energy Consumption,8.2587,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,11.519,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,9.3366,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,8.8395,Low Confidence,Any Independent Assessment Or Evaluation Or Assurance Has Been Carried Out By An External Agency For Energy Consumption,0,0.8039,1,Failed Verification
1037,Is the company aligned with SDGs? Does the company set targets according  to SDGs,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,17.6878,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,17.6878,Remarks For Assurance Of Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,16.5798,Assurance Sub Type For Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,15.1407,High Confidence,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,18.483,0.6947,0,Weak Match - Review
1133,Is your company a signatory/participant of the United Nations Global Compact,Number Of Countries Where Market Served By The Entity,11.9838,Number Of Countries Where Market Served By The Entity,11.9838,Country Of Other Stock Exchange - Stock Exchange3,11.2042,Country Of Other Stock Exchange - Stock Exchange1,11.2042,Low Confidence,Number Of Countries Where Market Served By The Entity,1.8514,0.6835,0.044,Weak Match - Review
1134,Does the company have affiliatoins with trade and indsutry chambers/associations,Number Of Affiliations With Trade And Industry Chambers Or Associations,24.4977,Number Of Affiliations With Trade And Industry Chambers Or Associations,24.4977,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations4 Member,23.3181,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations1 Member,23.3181,High Confidence,Number Of Affiliations With Trade And Industry Chambers Or Associations,22.5526,0.5789,0,Weak Match - Review
1135,"Has the company advocated any public policy positions? If yes, provide details",Web Link Public Policy Position Advocated - Public Policy1,21.7843,Web Link Public Policy Position Advocated - Public Policy38,21.7843,Web Link Public Policy Position Advocated - Public Policy34,21.7843,Web Link Public Policy Position Advocated - Public Policy26,21.7843,Ambiguous,Web Link Public Policy Position Advocated - Public Policy1,15.7119,0.7368,0,Failed Verification
1176,Does the company disclose ESG engagement with investee company,Remarks For Assurance Of Details Of Complaints With Regard To Conflict Of Interest,11.8773,Remarks For Assurance Of Details Of Complaints With Regard To Conflict Of Interest,11.8773,Assurance Sub Type For Details Of Complaints With Regard To Conflict Of Interest,11.521,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,11.519,Low Confidence,Remarks For Assurance Of Details Of Complaints With Regard To Conflict Of Interest,3.0731,0.6707,0.032,Weak Match - Review
1047,Does the entity have stewardship code,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle6 Member,9.621,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,13.854,Does The Entity Have Procedures In Place For Sustainable Sourcing,11.8922,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,11.4728,Low Confidence,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle6 Member,10.3259,0.757,0,Failed Verification
1008,Is there a policy on related party transactions,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions,18.9614,Percentage Of Sales To Related Parties In Total Sales For Share Of Related Party Transactions,18.9614,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions,18.9614,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions - Previous Year,18.0238,Ambiguous,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions,16.2364,0.6265,0,Weak Match - Review
