question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
Q275,Presence of policy on appointment and reappointment of board of directors,Presence of policy on appointment and reappointment of board of directors Reappointment Of Independent Directors As Per Section 14910 Explanatory,Total Number Of Training And Awareness Programs Held - Board Of Directors Segment Member,20.1139,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,20.8971,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,20.4563,Total Number Of Training And Awareness Programs Held - Board Of Directors Segment Member,20.1139,Ambiguous,Total Number Of Training And Awareness Programs Held - Board Of Directors Segment Member,19.254,0.6786,0.0,Weak Match - Review
Q276,Is the chairperson of the board an independent director?,Is the chairperson of the board an independent director? Whether Initial Application Of An Ind As Has An Effect On The Current Period Or Any Prior Period,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,25.8232,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,25.8232,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.8324,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.2314,High Confidence,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.2574,0.6719,0.0,Weak Match - Review
Q277,Does the company have separate roles for Chairman and CEO,Does the company have separate roles for Chairman and CEO Whether Company Has Published Sustainability Report For The Financial Year,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle7 Member,14.2106,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.9131,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,16.2997,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,15.6525,Low Confidence,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle7 Member,18.4125,0.6018,0.0,Weak Match - Review
Q278,Does the company have lead independent director on the board,Does the company have lead independent director on the board Number Of Employees In The Company At The End Of The Financial Year,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,21.1008,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,25.2583,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,High Confidence,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.687,0.6923,0.0,Weak Match - Review
Q279,Does the company ensure effectiveness of the board through internal or external evaluation or assessment,Does the company ensure effectiveness of the board through internal or external evaluation or assessment Number Of Employees In The Company At The End Of The Financial Year,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,17.8141,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,20.7512,Ambiguous,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,20.235,0.6489,0.0,Weak Match - Review
Q280,Does the company have processes in place to avoid/manage conflicts of interest involving members of the Board,Does the company have processes in place to avoid/manage conflicts of interest involving members of the Board Number Of Employees In The Company At The End Of The Financial Year,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,55.7969,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,55.7969,Remarks For Assurance Of The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,49.5048,Assurance Sub Type For The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,49.1226,High Confidence,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,55.9287,0.5912,0.0,Weak Match - Review
Q281,Does the company conduct training and awareness programmes on any of the NGBRC principles for BOD,Does the company conduct training and awareness programmes on any of the NGBRC principles for BOD Number Of Employees In The Company At The End Of The Financial Year,Assurance Sub Type For Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,33.5098,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,34.1073,Assurance Sub Type For Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,33.5098,Whether Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker Is Assured By Assurer,32.2819,Ambiguous,Assurance Sub Type For Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,29.948,0.5672,0.0,Weak Match - Review
Q282,Independence of Chairperson of committee (risk management),Independence of Chairperson of committee (risk management) Explanation Of Risk Management Strategy Related To Hedge Accounting Explanatory,Details Of Occupational Health And Safety Management System Explanatory Text Block,19.4058,Details Of Occupational Health And Safety Management System Explanatory Text Block,19.4058,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,16.9064,Remarks For Assurance Of Health And Safety Management System,16.7852,High Confidence,Details Of Occupational Health And Safety Management System Explanatory Text Block,16.2644,0.6228,0.0,Weak Match - Review
Q283,Independence of Chairperson of committee (NRC),Independence of Chairperson of committee (NRC) Disclosure Of Composition Of Audit Committee And Non Acceptance Of Any Recommendation Of Audit Committee Along With Reasons Explanatory,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle3 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle8 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle7 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle6 Member,17.088,Low Confidence,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle3 Member,14.2711,0.6331,0.0,Weak Match - Review
Q284,Independence of Chairperson of committee (Audit),Independence of Chairperson of committee (Audit) Disclosure Of Composition Of Audit Committee And Non Acceptance Of Any Recommendation Of Audit Committee Along With Reasons Explanatory,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle4 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle5 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle9 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle2 Member,17.088,Low Confidence,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle4 Member,14.2711,0.6331,0.0,Weak Match - Review
